,Name,Price,Date,Rate,Singleplayer,Action,Multiplayer,Adventure,Strategy,Simulation,Indie,RPG,Atmospheric,Story Rich,Open World,Casual,2D,Sandbox,Fantasy,Online Co-Op,Exploration,3D,Funny,Survival,Shooter,Realistic,Anime,Sci-fi,FPS
940,RUNNING WITH RIFLES,32.74,2015,0.88,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
941,Card Survival: Tropical Island,22,2022,0.97,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
942,Project Hospital,21.5,2018,0.91,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
943,The Jackbox Party Pack 7,26,2020,0.97,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
944,Kingdoms and Castles,12.15,2017,0.95,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
945,Nobody Saves the World,13.75,2022,0.81,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
946,Danganronpa V3: Killing Harmony,34,2017,0.75,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
947,Resident Evil 6,20,2013,0.79,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
948,Half-Life,10,1998,0.93,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
949,Terminator: Resistance,14.5,2019,0.91,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
950,Fantasy Grounds Classic,68,2014,0.78,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
951,Flashpoint Campaigns: Red Storm Player's Edition,20,2013,0.9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Offworld Trading Company,10,2016,0.76,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
953,HYPERCHARGE: Unboxed,27.5,2020,0.83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
954,The Henry Stickmin Collection,14.5,2020,0.98,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
955,Call of Duty® 4: Modern Warfare®,1032.9,2007,0.95,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
956,Walkabout Mini Golf VR,19.5,2021,0.98,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
957,Farmer Against Potatoes Idle,0,2022,0.95,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
958,Watch_Dogs® 2,339.2,2016,0.82,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
959,VA-11 Hall-A: Cyberpunk Bartender Action,15,2016,0.98,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0
960,Magical Girl Celesphonia,18.5,2022,0.93,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
961,Dungeon Alchemist,38,2022,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
962,After the Fall®,6.5,2021,0.74,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
963,Order of Battle: World War II,252,2015,0.82,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,英雄道國際服,0,2021,0.63,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
965,From the Depths,22,2020,0.9,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
966,Lunch Lady,5.25,2021,0.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
967,Dead Island Definitive Edition,20,2016,0.86,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
968,My Little Farmies,0,2018,0.52,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
969,Carrier Command 2,26,2021,0.84,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
970,Sundered®: Eldritch Edition,10,2017,0.93,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
971,Command & Conquer 3: Tiberium Wars,19.9,2007,0.95,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
972,Sprocket,18.5,2021,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
973,Scathe,25,2022,0.96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
974,FINAL FANTASY,18.9,2021,0.96,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
975,TerraTech,41.75,2018,0.94,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
976,Clanfolk,24,2022,0.93,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
977, War of the Three Kingdoms,0,2021,0.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
978,What Remains of Edith Finch,5.5,2017,0.96,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
979,Dead Space (2008),24.9,2008,0.93,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
980,Project Wingman,12,2020,0.93,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
981,Armored Brigade,14.5,2018,0.89,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,The Bus,29,2021,0.74,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
983,Subsistence,14,2016,0.69,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1
984,Blue Fire,47.5,2021,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
985,Iron Lung,2.15,2022,0.98,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
986,Sniper Elite 4,119,2017,0.89,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
987,Monster Hunter Stories 2: Wings of Ruin,118,2021,0.87,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
988,Rival Stars Horse Racing: Desktop Edition,39.99,2020,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
989,Gothic 3: Forsaken Gods Enhanced Edition,169.5,2011,0.48,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
990,Riders of Icarus,0,2016,0.55,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
991,STAR WARS™ Empire at War - Gold Pack,18.5,2006,0.97,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
992,Atelier Sophie 2: The Alchemist of the Mysterious Dream,141,2022,0.95,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
993,Poly Bridge 2,5.25,2020,0.95,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
994,Middle-earth™: Shadow of Mordor™,50.25,2014,0.93,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
995,Internet Cafe Simulator 2,18.5,2022,0.74,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
996,Phoenix Wright: Ace Attorney Trilogy,93,2019,0.97,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
997,EVERSPACE™ 2,38,2021,0.83,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
998,Urbek City Builder,18,2022,0.94,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
999,Five Nights at Freddy's,5.25,2014,0.94,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1000,STORY OF SEASONS: Pioneers of Olive Town,27.6,2021,0.76,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1001,School of Dragons,0,2014,0.81,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1002,Monster Prom,6.5,2018,0.94,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1003,ArcaniA: Fall of Setarrif,169.5,2011,0.37,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1004,TRAIL OUT,18.5,2022,0.87,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1005,The Jackbox Party Pack 4,5.5,2017,0.95,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1006,SAS: Zombie Assault 4,0,2017,0.89,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1
1007,Killing Floor,416.75,2009,0.95,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1008,Rune Factory 4 Special,40,2021,0.86,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1009,Spaceflight Simulator,12,2022,0.98,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
1010,Leaf Blower Revolution - Idle Game,61,2020,0.94,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1011,The Guild 3,5.25,2022,0.69,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1012,The Escapists 2,28.25,2017,0.93,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1013,The Last Spell,8.5,2021,0.87,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1014,Victoria II,50.5,2010,0.93,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1015,Ruined King: A League of Legends Story™,21.42,2021,0.82,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1016,Thief Simulator,37,2018,0.9,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1017,Red Faction Guerrilla Re-Mars-tered,5.5,2018,0.83,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1018,Legendary Tales,46.99,2021,0.85,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1019,FTL: Faster Than Light,4.5,2012,0.93,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1020,UBOAT,26,2019,0.81,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1021,ONE PUNCH MAN: A HERO NOBODY KNOWS,84.9,2020,0.5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1022,FINAL FANTASY III,27.9,2021,0.83,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1023,Need for Speed™ Hot Pursuit Remastered,34.9,2020,0.84,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1024,Emergency Call 112 – The Fire Fighting Simulation 2,38.1,2021,0.8,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1025,Bus World,19.95,2022,0.87,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1026,Dishonored,33.54,2012,0.96,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1027,Doki Doki Literature Club Plus!,10,2021,0.96,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1028,Draconia,29,2022,0.7,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1029,Shenmue I & II,83,2018,0.89,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1030,Shovel Knight: Treasure Trove,10.5,2014,0.92,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1031,Propnight,18.5,2021,0.61,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
1032,Omno,8.5,2021,0.85,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1033,Broforce,5.5,2015,0.96,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1034,The Elder Scrolls III: Morrowind® Game of the Year Edition,13.5,2002,0.96,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1035,Microsoft Flight Simulator X: Steam Edition,25,2006,0.9,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1036,Dual Universe,14.5,2022,0.59,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1037,Besiege,14.5,2020,0.88,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1038,Shovel Knight Dig,10,2022,0.7,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1039,Root,35,2020,0.91,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,Ib,13,2022,0.97,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1041,Batman™: Arkham Origins,51.5,2013,0.91,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1042,Boneraiser Minions,3.25,2022,0.96,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1043,Wargame: Red Dragon,40,2014,0.91,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1044,Maneater,12.99,2021,0.91,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1045,Baba Is You,3.25,2019,0.97,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1046,S.T.A.L.K.E.R.: Call of Pripyat,39,2010,0.97,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1047,Baldur's Gate: Enhanced Edition,94,2013,0.94,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1048,Paint the Town Red,10,2021,0.95,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1049,Demon Turf,27.25,2021,0.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1050,Unrailed!,97.5,2020,0.91,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1051,Beacon Pines,20,2022,0.97,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1052,ATRI -My Dear Moments-,18.5,2020,0.99,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1053,Descenders,10,2019,0.94,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Zoo 2: Animal Park,0,2020,0.61,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1055,Project Winter,7.5,2019,0.81,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1056,SurrounDead,15,2022,0.91,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1057,Resident Evil 5,18.8,2009,0.87,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1058,仙侠世界2,194.65,2022,0.73,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1059,Fractured Online,109,2022,0.42,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1060,Rhythm Doctor,33.5,2021,0.97,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1061,Farming Simulator 17,39.4,2016,0.93,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1062,Expeditions: Rome,15.25,2022,0.85,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1063,Bugsnax,10,2022,0.95,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1064,Railway Empire,95.2,2018,0.75,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1065,Teenage Mutant Ninja Turtles: The Cowabunga Collection,49.7,2022,0.9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1066,HOT WHEELS UNLEASHED™,264.3,2021,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,Digimon Story Cyber Sleuth: Complete Edition,64.9,2019,0.85,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1068,Surviving the Aftermath,137.99,2021,0.6,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1069,F1® 2021,33.8,2021,0.88,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1070,Mad Games Tycoon 2,22,2021,0.94,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1071,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),4.25,2018,0.86,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1072,Her World,14.5,2022,0.97,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1073,Life is Strange 2,44.52,2018,0.87,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1074,MudRunner,11.9,2017,0.91,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1075,Sally Face - Episode One,12,2016,0.98,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1076,BATTLETECH,72.75,2018,0.84,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1077,This Land Is My Land,40.5,2021,0.57,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1078,Age of History II,5.25,2018,0.89,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1079,Forager,18.5,2019,0.89,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1080,DARK SOULS™ II,38.7,2014,0.84,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1081,Freedom Planet 2,22,2022,0.96,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1082,WARRIORS OROCHI 4,288.8,2018,0.86,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1083,Tank Force,0,2017,0.78,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,Kao the Kangaroo,47.88,2022,0.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1085,Blasphemous,13.8,2019,0.91,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1086,100% Orange Juice,117.45,2013,0.87,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1087,The Secret of Monkey Island: Special Edition,10,2009,0.96,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1088,KartKraft™,34,2018,0.71,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1089,War on the Sea,10,2021,0.73,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1090,DUSK,10,2018,0.95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1091,Hakoniwa Explorer Plus,5.25,2018,0.84,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1092,Psychonauts 2,20,2021,0.97,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1093,Shotgun King: The Final Checkmate,2.15,2022,0.91,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1094,Age of Empires: Definitive Edition,10,2019,0.89,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,Mortal Kombat 11,310.4,2019,0.88,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,Hacknet,22.75,2015,0.96,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1097,Black Geyser: Couriers of Darkness,26,2022,0.7,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1098,Lucy -The Eternity She Wished For-,6.5,2016,0.88,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
1099,ShellShock Live,20,2020,0.94,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
1100,Turing Complete,18.5,2021,0.97,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1101,Madden NFL 22,99.9,2021,0.55,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1102,Car Dealership Simulator,10,2022,0.81,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1103,Monster Prom 2: Monster Camp,17.2,2020,0.97,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
1104,Dark Light,16,2022,0.67,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1105,The Jackbox Party Pack 6,5.25,2019,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1106,Paper Bride 3 Unresolved Love,10,2022,0.92,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1107,L.A. Noire,27.9,2011,0.87,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Cold Waters,10.5,2017,0.93,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1109,Onward,25,2016,0.69,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
1110,Super Auto Pets,0,2021,0.8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1111,NARUTO: Ultimate Ninja STORM,172.2,2017,0.76,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1112,Maitetsu:Pure Station,18.5,2018,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1113,Crash Bandicoot™ N. Sane Trilogy,46.9,2018,0.93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1114,Heroes of Hammerwatch,17.25,2018,0.82,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1115,Blood Trail,22,2019,0.77,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1116,The Long Dark,17,2017,0.9,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1117,Rollerdrome,41.9,2022,0.92,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1118,Digimon Survive,64.9,2022,0.73,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1119,Junkyard Truck,14.5,2022,0.77,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1120,Lawn Mowing Simulator,12,2021,0.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1121,Sweet Transit,5.99,2022,0.87,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1122,DYSMANTLE,9,2021,0.92,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1123,HITMAN™,0,2016,0.9,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1124,Bit Heroes,0,2017,0.8,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1125,Day of Dragons,17.5,2019,0.8,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0
